# number=100000 numwords=20 file=../scripts.swcsa3.cikm/indexes/wiki2gb_sA16.sAi64.sPsi16.16k.se
210240569,210240588
406859194,406859213
65870729,65870748
361020589,361020608
339276303,339276322
89533941,89533960
461070071,461070090
254851230,254851249
324653593,324653612
110992846,110992865
80269761,80269780
283187868,283187887
282647119,282647138
451726633,451726652
133494471,133494490
98191329,98191348
160925268,160925287
106515858,106515877
283764557,283764576
254736549,254736568
248704361,248704380
234818723,234818742
146684364,146684383
64762498,64762517
249874331,249874350
457855367,457855386
381402615,381402634
374282082,374282101
120610633,120610652
183894968,183894987
122525162,122525181
423180633,423180652
359737378,359737397
64489474,64489493
289888568,289888587
423273270,423273289
65191241,65191260
49805818,49805837
212773807,212773826
398717287,398717306
235126202,235126221
222872033,222872052
245350661,245350680
339626627,339626646
422951789,422951808
216522313,216522332
449187700,449187719
45919731,45919750
164335113,164335132
19580698,19580717
453269131,453269150
137379905,137379924
135653509,135653528
281085541,281085560
127156741,127156760
40663566,40663585
232640288,232640307
100649411,100649430
278261598,278261617
341015379,341015398
157209289,157209308
139843088,139843107
338700832,338700851
137912267,137912286
288472638,288472657
232247903,232247922
448925604,448925623
269593137,269593156
455052127,455052146
17486063,17486082
427062520,427062539
337578615,337578634
254581804,254581823
425140088,425140107
428331601,428331620
374885132,374885151
72880143,72880162
135733885,135733904
243343338,243343357
392260704,392260723
31522689,31522708
275615408,275615427
302275890,302275909
324336365,324336384
333808915,333808934
310783427,310783446
282885933,282885952
299629401,299629420
280568691,280568710
235038865,235038884
143621990,143622009
437162994,437163013
221995828,221995847
330907329,330907348
145457273,145457292
270304391,270304410
374415010,374415029
40370350,40370369
396146347,396146366
72480690,72480709
365210148,365210167
396576427,396576446
357744949,357744968
367435154,367435173
299560465,299560484
47704810,47704829
79435701,79435720
151314159,151314178
115122785,115122804
61268036,61268055
303280430,303280449
81363293,81363312
147272006,147272025
220931320,220931339
28877192,28877211
248518993,248519012
359448091,359448110
294042990,294043009
352884187,352884206
138180700,138180719
171300395,171300414
441171113,441171132
7063971,7063990
228788951,228788970
173393713,173393732
445265301,445265320
312942911,312942930
10395505,10395524
214300614,214300633
138898324,138898343
197718699,197718718
95939876,95939895
276312105,276312124
439847401,439847420
440195268,440195287
269450008,269450027
363859556,363859575
377924570,377924589
240735447,240735466
71448954,71448973
151100187,151100206
221878797,221878816
215453516,215453535
75071212,75071231
394097356,394097375
350540250,350540269
87802280,87802299
55154478,55154497
310418642,310418661
169292399,169292418
19611950,19611969
52777314,52777333
164465469,164465488
358980745,358980764
308199680,308199699
367875525,367875544
294920987,294921006
297460402,297460421
393135302,393135321
381839274,381839293
307253985,307254004
211236465,211236484
18586788,18586807
412033212,412033231
5540757,5540776
86127895,86127914
148992051,148992070
431635235,431635254
354351268,354351287
263168255,263168274
321382523,321382542
215943819,215943838
446762519,446762538
18691634,18691653
322697161,322697180
93191261,93191280
367594219,367594238
195729123,195729142
446830822,446830841
240912283,240912302
266294703,266294722
100108920,100108939
451677379,451677398
231414888,231414907
334628807,334628826
204524755,204524774
155790209,155790228
358738584,358738603
404048620,404048639
41560148,41560167
26692752,26692771
101565323,101565342
397193504,397193523
82897828,82897847
17349031,17349050
438321031,438321050
244488309,244488328
195135972,195135991
198068044,198068063
412907444,412907463
349713393,349713412
76992632,76992651
286321717,286321736
185770380,185770399
167240963,167240982
256580225,256580244
222906636,222906655
364063035,364063054
94823442,94823461
27307359,27307378
248057538,248057557
9734558,9734577
214706527,214706546
17984488,17984507
9508679,9508698
121334978,121334997
323266306,323266325
401354615,401354634
124922010,124922029
437078130,437078149
184311632,184311651
182314445,182314464
405283726,405283745
433586783,433586802
290057226,290057245
17800929,17800948
164531759,164531778
84489999,84490018
393214494,393214513
324194443,324194462
262877611,262877630
65251874,65251893
143108583,143108602
140047383,140047402
69311289,69311308
327427775,327427794
449410444,449410463
86600393,86600412
221423026,221423045
424148079,424148098
419054363,419054382
440399577,440399596
281445,281464
101521203,101521222
118539199,118539218
84746460,84746479
74827904,74827923
7801423,7801442
125578729,125578748
365618311,365618330
313475412,313475431
165569332,165569351
396696663,396696682
64198042,64198061
20517273,20517292
456613753,456613772
342874666,342874685
393779218,393779237
95189074,95189093
155134134,155134153
441040880,441040899
132597769,132597788
302113824,302113843
377733707,377733726
273002706,273002725
363480025,363480044
16482810,16482829
228790006,228790025
191122775,191122794
327665659,327665678
281674397,281674416
303738981,303739000
382258510,382258529
410261025,410261044
307119445,307119464
264390480,264390499
34049302,34049321
156121662,156121681
375007643,375007662
280431614,280431633
245551118,245551137
5732859,5732878
74676163,74676182
234725489,234725508
431177753,431177772
71409715,71409734
417356126,417356145
133351691,133351710
12856521,12856540
380929821,380929840
296877261,296877280
312606613,312606632
375573581,375573600
71828794,71828813
54871439,54871458
182104603,182104622
118572777,118572796
186222448,186222467
359182510,359182529
459156877,459156896
38004021,38004040
432309110,432309129
108349782,108349801
94072633,94072652
368886043,368886062
152413805,152413824
81984040,81984059
396968806,396968825
9385436,9385455
364360941,364360960
10130924,10130943
396205307,396205326
137682856,137682875
135744596,135744615
423358160,423358179
103321018,103321037
281321373,281321392
387795142,387795161
427048510,427048529
102105230,102105249
213956823,213956842
378136303,378136322
96347744,96347763
188255358,188255377
273734204,273734223
160220512,160220531
296360228,296360247
417405893,417405912
44053090,44053109
267034251,267034270
32143088,32143107
56581867,56581886
231163960,231163979
283131637,283131656
263321708,263321727
123221994,123222013
100140075,100140094
49559010,49559029
230511993,230512012
434466422,434466441
262230497,262230516
298153384,298153403
5394899,5394918
411920281,411920300
421872466,421872485
128379029,128379048
217260727,217260746
362148817,362148836
323630539,323630558
42801684,42801703
63923806,63923825
40165186,40165205
188075053,188075072
20589765,20589784
286370904,286370923
86719708,86719727
375258411,375258430
329226315,329226334
127881423,127881442
185693424,185693443
262455901,262455920
383533452,383533471
83204644,83204663
82404414,82404433
56230658,56230677
345740625,345740644
423210950,423210969
406392383,406392402
89011497,89011516
12061974,12061993
450284337,450284356
425063792,425063811
71780888,71780907
