# number=100000 numwords=20 file=../scripts.swcsa3.cikm/indexes/einstein_sA16.sAi16.sPsi16.16k.se
81367982,81368001
39819111,39819130
41988667,41988686
62843926,62843945
40464840,40464859
47540883,47540902
35694446,35694465
83922789,83922808
65300762,65300781
36916974,36916993
78308254,78308273
91727042,91727061
17996934,17996953
84227723,84227742
52163641,52163660
87076644,87076663
72973289,72973308
59319684,59319703
87672926,87672945
8660647,8660666
73448554,73448573
54402381,54402400
33730324,33730343
90346877,90346896
38433529,38433548
66547979,66547998
65658853,65658872
60832898,60832917
19757979,19757998
90114124,90114143
27743475,27743494
44121394,44121413
35611725,35611744
25745815,25745834
57787580,57787599
28405131,28405150
31889344,31889363
73116917,73116936
94494849,94494868
7620817,7620836
9672658,9672677
50254356,50254375
63648666,63648685
54270636,54270655
7975953,7975972
79069768,79069787
45090389,45090408
50676123,50676142
15951670,15951689
59027425,59027444
28380591,28380610
44018,44037
73764913,73764932
42986727,42986746
90643346,90643365
73324554,73324573
63660870,63660889
69076268,69076287
26046358,26046377
66003763,66003782
53514633,53514652
52071605,52071624
62649172,62649191
2370141,2370160
61801242,61801261
23876211,23876230
35223305,35223324
62987385,62987404
72804979,72804998
85061353,85061372
75769645,75769664
53016381,53016400
51247124,51247143
2495875,2495894
81682386,81682405
90689269,90689288
83943541,83943560
33481984,33482003
8004705,8004724
86560699,86560718
60235669,60235688
68155898,68155917
67034349,67034368
57080413,57080432
36943045,36943064
40728446,40728465
5864483,5864502
82965185,82965204
51393358,51393377
81472830,81472849
89279756,89279775
86891028,86891047
93301455,93301474
27136555,27136574
24775191,24775210
15349204,15349223
19401758,19401777
2481099,2481118
23643905,23643924
32056832,32056851
33545651,33545670
31393966,31393985
25452193,25452212
70733809,70733828
5071898,5071917
83154056,83154075
85749850,85749869
38904929,38904948
91815977,91815996
85448869,85448888
23323039,23323058
62875451,62875470
94550141,94550160
80561854,80561873
2687459,2687478
66506589,66506608
36071797,36071816
50934382,50934401
74708584,74708603
13024080,13024099
48157395,48157414
25929063,25929082
92804736,92804755
52082738,52082757
59458678,59458697
44971621,44971640
52711015,52711034
57126517,57126536
50600359,50600378
74698125,74698144
27547233,27547252
76163750,76163769
16159688,16159707
34597016,34597035
3575867,3575886
59251474,59251493
83090136,83090155
58112890,58112909
72272739,72272758
83909962,83909981
40027054,40027073
16307183,16307202
39610711,39610730
59999867,59999886
6224623,6224642
46162120,46162139
79688495,79688514
72560140,72560159
61551005,61551024
4799860,4799879
78262276,78262295
80169749,80169768
73142230,73142249
44181624,44181643
1243747,1243766
65563091,65563110
68934258,68934277
18074638,18074657
58079231,58079250
77472158,77472177
26673951,26673970
52183303,52183322
36929611,36929630
5235389,5235408
71550410,71550429
27917208,27917227
14360519,14360538
54019709,54019728
72441037,72441056
57965738,57965757
73027396,73027415
17181758,17181777
85330083,85330102
25063035,25063054
434146,434165
65217653,65217672
67366909,67366928
32490856,32490875
1553869,1553888
44482260,44482279
11023029,11023048
4828901,4828920
90598145,90598164
74843233,74843252
87598693,87598712
93147980,93147999
16770915,16770934
31161605,31161624
21344434,21344453
16194615,16194634
50712051,50712070
48877287,48877306
40961011,40961030
13376954,13376973
79535215,79535234
65463679,65463698
15688984,15689003
21010936,21010955
25013175,25013194
18803001,18803020
25188034,25188053
7971345,7971364
1637877,1637896
29136084,29136103
42512489,42512508
17657990,17658009
1501068,1501087
13419485,13419504
33142395,33142414
9595451,9595470
84759734,84759753
49478400,49478419
57861040,57861059
26080816,26080835
74240745,74240764
47599938,47599957
76722508,76722527
82402246,82402265
10033179,10033198
19859329,19859348
80779435,80779454
43816259,43816278
45367219,45367238
40945833,40945852
43733784,43733803
86479593,86479612
29197352,29197371
25590310,25590329
13302580,13302599
66492153,66492172
78890233,78890252
72469878,72469897
66936364,66936383
27807383,27807402
71558778,71558797
73404846,73404865
81015549,81015568
15838274,15838293
56200124,56200143
85501398,85501417
49819389,49819408
79794981,79795000
54403009,54403028
44285528,44285547
34836585,34836604
33660444,33660463
57696060,57696079
12642846,12642865
15874662,15874681
