# number=10000 length=13000 file=../../../dataEinstein/texts/einstein.en.txt
359483055,359496054
264717852,264730851
237675205,237688204
252270206,252283205
53351495,53364494
263424646,263437645
12982393,12995392
287179281,287192280
382778664,382791663
401469611,401482610
303914776,303927775
152902439,152915438
294866187,294879186
47663053,47676052
50935747,50948746
344314184,344327183
170886250,170899249
2823850,2836849
231491537,231504536
133568993,133581992
349052948,349065947
320983344,320996343
377219488,377232487
23503553,23516552
358387173,358400172
83146814,83159813
219241917,219254916
4169642,4182641
404767759,404780758
89879637,89892636
215319305,215332304
10346483,10359482
408722228,408735227
151524041,151537040
41197595,41210594
339937379,339950378
25238663,25251662
60729161,60742160
342266953,342279952
366470589,366483588
333189849,333202848
249604902,249617901
148479229,148492228
304527214,304540213
158645587,158658586
23948630,23961629
356986600,356999599
392010786,392023785
318049960,318062959
175246033,175259032
329979344,329992343
66192383,66205382
42773187,42786186
166951307,166964306
269360844,269373843
180978223,180991222
342511089,342524088
261149376,261162375
116829904,116842903
50933969,50946968
314439920,314452919
291079479,291092478
467517112,467530111
249715890,249728889
143408051,143421050
178917373,178930372
309198473,309211472
109424788,109437787
445963939,445976938
406032520,406045519
304113597,304126596
221184762,221197761
392232624,392245623
305569046,305582045
367021621,367034620
242123758,242136757
200935372,200948371
15789353,15802352
234779307,234792306
212725321,212738320
368924977,368937976
434096099,434109098
146613104,146626103
270672297,270685296
244738054,244751053
183735213,183748212
385491876,385504875
176307263,176320262
396763998,396776997
243366662,243379661
47825311,47838310
439942200,439955199
203194384,203207383
106302671,106315670
345259156,345272155
154162309,154175308
426895600,426908599
239733499,239746498
242621413,242634412
147982801,147995800
378113266,378126265
81589107,81602106
225212559,225225558
283449507,283462506
356694442,356707441
157853675,157866674
275085290,275098289
63363139,63376138
188244023,188257022
411675917,411688916
227141514,227154513
438073826,438086825
131541917,131554916
415785378,415798377
88043116,88056115
211396590,211409589
14781299,14794298
126503214,126516213
368353778,368366777
186239526,186252525
390267123,390280122
4355410,4368409
253664730,253677729
110441470,110454469
231635425,231648424
213827143,213840142
182701230,182714229
309052273,309065272
457917656,457930655
238331300,238344299
56537419,56550418
33680815,33693814
261068881,261081880
166801523,166814522
90001237,90014236
388589762,388602761
337365045,337378044
280089201,280102200
461257724,461270723
261221915,261234914
400771416,400784415
259695224,259708223
460425818,460438817
307795692,307808691
381164598,381177597
395452257,395465256
174779666,174792665
441183001,441196000
14727804,14740803
162644147,162657146
359024458,359037457
38890301,38903300
373171282,373184281
256875008,256888007
290014946,290027945
345225541,345238540
56814474,56827473
14007324,14020323
211488138,211501137
150587857,150600856
205620366,205633365
197394179,197407178
353488203,353501202
46145978,46158977
272199560,272212559
194701386,194714385
454223239,454236238
338865325,338878324
244154037,244167036
188048348,188061347
396250876,396263875
36380566,36393565
277276419,277289418
415804204,415817203
404443886,404456885
257911941,257924940
416054684,416067683
405741187,405754186
83815832,83828831
240694992,240707991
35953920,35966919
120836471,120849470
52949381,52962380
51671128,51684127
78309332,78322331
